[line: 164] Namespace(C1=0.1, C2=0.001, adjust_every=8, arch='ParseGCNNSent', batch_size=32, clip_norm=3, config='cfgs/config_parse_gcnn_glove.yaml', data_path='data/generated_data/', dic_path='data/generated_data/vocab/dict.pkl', dropout=0.5, e=False, elmo_config_file='../data/Elmo/elmo_2x4096_512_2048cnn_2xhighway_options.json', elmo_weight_file='../data/Elmo/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5', embed_dim=300, embed_num=5091, embed_path='data/generated_data/vocab/local_emb.pkl', epoch=30, exp_name='parse_gcnn_glove', finetune_embed=False, if_gpu=True, if_replace=False, if_reset=True, if_update_embed=True, is_stanford_nlp=True, k_fold=6, l2=0.001, l_dropout=0.1, l_hidden_size=256, l_num_layers=2, load_path='', log_path='data/logs/', lr=0.0005, mask_dim=50, model_path='data/models/', opt='Adam', pretrained_embed_path='../data/glove.840B.300d.txt', print_freq=10, snapshot_dir='checkpoints/', test_path='data/generated_data/Restaurants_Test_Gold.xml.pkl', train_path='data/generated_data/train.pkl', training=True, use_gpu=True, valid_path='data/generated_data/valid.pkl')
[line: 168] config           cfgs/config_parse_gcnn_glove.yaml
[line:  98] i_iter 9/93 cls_loss: 0.342855
[line:  98] i_iter 11/93 cls_loss: 0.326707
[line:  98] i_iter 12/93 cls_loss: 0.313811
[line:  98] i_iter 13/93 cls_loss: 0.290324
[line:  98] i_iter 14/93 cls_loss: 0.299992
[line:  98] i_iter 15/93 cls_loss: 0.291928
[line:  98] i_iter 16/93 cls_loss: 0.287041
[line:  98] i_iter 17/93 cls_loss: 0.338192
[line:  98] i_iter 18/93 cls_loss: 0.322494
[line:  98] i_iter 19/93 cls_loss: 0.300857
[line:  98] i_iter 21/93 cls_loss: 0.315194
[line:  98] i_iter 22/93 cls_loss: 0.330780
[line:  98] i_iter 23/93 cls_loss: 0.337858
[line:  98] i_iter 24/93 cls_loss: 0.324295
[line:  98] i_iter 25/93 cls_loss: 0.343603
[line:  98] i_iter 26/93 cls_loss: 0.361425
[line:  98] i_iter 27/93 cls_loss: 0.327354
[line:  98] i_iter 28/93 cls_loss: 0.305230
[line:  98] i_iter 29/93 cls_loss: 0.298299
[line:  98] i_iter 31/93 cls_loss: 0.300506
[line:  98] i_iter 32/93 cls_loss: 0.277292
[line:  98] i_iter 33/93 cls_loss: 0.295074
[line:  98] i_iter 34/93 cls_loss: 0.299802
[line:  98] i_iter 35/93 cls_loss: 0.295620
[line:  98] i_iter 36/93 cls_loss: 0.291117
[line:  98] i_iter 37/93 cls_loss: 0.295194
[line:  98] i_iter 38/93 cls_loss: 0.339960
[line:  98] i_iter 39/93 cls_loss: 0.377071
[line:  98] i_iter 41/93 cls_loss: 0.380033
[line:  98] i_iter 42/93 cls_loss: 0.400437
[line:  98] i_iter 43/93 cls_loss: 0.377410
[line:  98] i_iter 44/93 cls_loss: 0.387678
[line:  98] i_iter 45/93 cls_loss: 0.386758
[line:  98] i_iter 46/93 cls_loss: 0.369747
[line:  98] i_iter 47/93 cls_loss: 0.358203
[line:  98] i_iter 48/93 cls_loss: 0.327662
[line:  98] i_iter 49/93 cls_loss: 0.320030
[line:  98] i_iter 51/93 cls_loss: 0.323593
[line:  98] i_iter 52/93 cls_loss: 0.330634
[line:  98] i_iter 53/93 cls_loss: 0.347036
[line:  98] i_iter 54/93 cls_loss: 0.344155
[line:  98] i_iter 55/93 cls_loss: 0.365791
[line:  98] i_iter 56/93 cls_loss: 0.368766
[line:  98] i_iter 57/93 cls_loss: 0.373362
[line:  98] i_iter 58/93 cls_loss: 0.373590
[line:  98] i_iter 59/93 cls_loss: 0.357315
[line:  98] i_iter 61/93 cls_loss: 0.365092
[line:  98] i_iter 62/93 cls_loss: 0.343153
[line:  98] i_iter 63/93 cls_loss: 0.332505
[line:  98] i_iter 64/93 cls_loss: 0.351041
[line:  98] i_iter 65/93 cls_loss: 0.329454
[line:  98] i_iter 66/93 cls_loss: 0.317812
[line:  98] i_iter 67/93 cls_loss: 0.349707
[line:  98] i_iter 68/93 cls_loss: 0.351409
[line:  98] i_iter 69/93 cls_loss: 0.377706
[line:  98] i_iter 71/93 cls_loss: 0.366377
[line:  98] i_iter 72/93 cls_loss: 0.366104
[line:  98] i_iter 73/93 cls_loss: 0.350278
[line:  98] i_iter 74/93 cls_loss: 0.325519
[line:  98] i_iter 75/93 cls_loss: 0.343135
[line:  98] i_iter 76/93 cls_loss: 0.359256
[line:  98] i_iter 77/93 cls_loss: 0.344783
[line:  98] i_iter 78/93 cls_loss: 0.362371
[line:  98] i_iter 79/93 cls_loss: 0.368759
[line:  98] i_iter 81/93 cls_loss: 0.362651
[line:  98] i_iter 82/93 cls_loss: 0.372254
[line:  98] i_iter 83/93 cls_loss: 0.388654
[line:  98] i_iter 84/93 cls_loss: 0.377642
[line:  98] i_iter 85/93 cls_loss: 0.399505
[line:  98] i_iter 86/93 cls_loss: 0.398557
[line:  98] i_iter 87/93 cls_loss: 0.393153
[line:  98] i_iter 88/93 cls_loss: 0.376517
[line:  98] i_iter 89/93 cls_loss: 0.356839
[line:  98] i_iter 91/93 cls_loss: 0.351915
[line:  98] i_iter 92/93 cls_loss: 0.348607
[line: 121] Evaluting
[line: 102] epoch 14, Validation acc: 0.7371048252911814
[line:  98] i_iter 1/93 cls_loss: 0.366441
[line:  98] i_iter 2/93 cls_loss: 0.315333
[line:  98] i_iter 3/93 cls_loss: 0.316699
[line:  98] i_iter 4/93 cls_loss: 0.314542
[line:  98] i_iter 5/93 cls_loss: 0.316726
[line:  98] i_iter 6/93 cls_loss: 0.308530
[line:  98] i_iter 7/93 cls_loss: 0.287691
[line:  98] i_iter 8/93 cls_loss: 0.304320
[line:  98] i_iter 9/93 cls_loss: 0.295668
[line:  98] i_iter 11/93 cls_loss: 0.277569
[line:  98] i_iter 12/93 cls_loss: 0.294946
[line:  98] i_iter 13/93 cls_loss: 0.295967
[line:  98] i_iter 14/93 cls_loss: 0.297399
[line:  98] i_iter 15/93 cls_loss: 0.287641
[line:  98] i_iter 16/93 cls_loss: 0.272615
[line:  98] i_iter 17/93 cls_loss: 0.274990
[line:  98] i_iter 18/93 cls_loss: 0.260072
[line:  98] i_iter 19/93 cls_loss: 0.252200
[line:  98] i_iter 21/93 cls_loss: 0.253753
[line:  98] i_iter 22/93 cls_loss: 0.248217
[line:  98] i_iter 23/93 cls_loss: 0.241706
[line:  98] i_iter 24/93 cls_loss: 0.255463
[line:  98] i_iter 25/93 cls_loss: 0.265503
[line:  98] i_iter 26/93 cls_loss: 0.267354
[line:  98] i_iter 27/93 cls_loss: 0.269614
[line:  98] i_iter 28/93 cls_loss: 0.315515
[line:  98] i_iter 29/93 cls_loss: 0.347032
[line:  98] i_iter 31/93 cls_loss: 0.385133
[line:  98] i_iter 32/93 cls_loss: 0.386592
[line:  98] i_iter 33/93 cls_loss: 0.402590
[line:  98] i_iter 34/93 cls_loss: 0.377212
[line:  98] i_iter 35/93 cls_loss: 0.357062
[line:  98] i_iter 36/93 cls_loss: 0.370876
[line:  98] i_iter 37/93 cls_loss: 0.403598
[line:  98] i_iter 38/93 cls_loss: 0.391778
[line:  98] i_iter 39/93 cls_loss: 0.376809
[line:  98] i_iter 41/93 cls_loss: 0.334441
[line:  98] i_iter 42/93 cls_loss: 0.336635
[line:  98] i_iter 43/93 cls_loss: 0.317236
[line:  98] i_iter 44/93 cls_loss: 0.320287
[line:  98] i_iter 45/93 cls_loss: 0.348257
[line:  98] i_iter 46/93 cls_loss: 0.347357
[line:  98] i_iter 47/93 cls_loss: 0.339136
[line:  98] i_iter 48/93 cls_loss: 0.317077
[line:  98] i_iter 49/93 cls_loss: 0.316976
[line:  98] i_iter 51/93 cls_loss: 0.300951
[line:  98] i_iter 52/93 cls_loss: 0.295081
[line:  98] i_iter 53/93 cls_loss: 0.306204
[line:  98] i_iter 54/93 cls_loss: 0.326469
[line:  98] i_iter 55/93 cls_loss: 0.324549
[line:  98] i_iter 56/93 cls_loss: 0.323924
[line:  98] i_iter 57/93 cls_loss: 0.295322
[line:  98] i_iter 58/93 cls_loss: 0.286682
[line:  98] i_iter 59/93 cls_loss: 0.280331
[line:  98] i_iter 61/93 cls_loss: 0.300003
[line:  98] i_iter 62/93 cls_loss: 0.294941
[line:  98] i_iter 63/93 cls_loss: 0.287298
[line:  98] i_iter 64/93 cls_loss: 0.269529
[line:  98] i_iter 65/93 cls_loss: 0.261681
[line:  98] i_iter 66/93 cls_loss: 0.257334
[line:  98] i_iter 67/93 cls_loss: 0.261320
[line:  98] i_iter 68/93 cls_loss: 0.266104
[line:  98] i_iter 69/93 cls_loss: 0.280261
[line:  98] i_iter 71/93 cls_loss: 0.272363
[line:  98] i_iter 72/93 cls_loss: 0.293764
[line:  98] i_iter 73/93 cls_loss: 0.299540
[line:  98] i_iter 74/93 cls_loss: 0.299359
[line:  98] i_iter 75/93 cls_loss: 0.311933
[line:  98] i_iter 76/93 cls_loss: 0.315466
[line:  98] i_iter 77/93 cls_loss: 0.318760
[line:  98] i_iter 78/93 cls_loss: 0.311128
[line:  98] i_iter 79/93 cls_loss: 0.290481
[line:  98] i_iter 81/93 cls_loss: 0.301856
[line:  98] i_iter 82/93 cls_loss: 0.300384
[line:  98] i_iter 83/93 cls_loss: 0.329306
[line:  98] i_iter 84/93 cls_loss: 0.337411
[line:  98] i_iter 85/93 cls_loss: 0.318396
[line:  98] i_iter 86/93 cls_loss: 0.319328
[line:  98] i_iter 87/93 cls_loss: 0.307830
[line:  98] i_iter 88/93 cls_loss: 0.333364
[line:  98] i_iter 89/93 cls_loss: 0.349508
[line:  98] i_iter 91/93 cls_loss: 0.339805
[line:  98] i_iter 92/93 cls_loss: 0.313876
[line: 121] Evaluting
[line: 102] epoch 15, Validation acc: 0.7287853577371048
[line:  98] i_iter 1/93 cls_loss: 0.282342
[line:  98] i_iter 2/93 cls_loss: 0.281749
[line:  98] i_iter 3/93 cls_loss: 0.290479
[line:  98] i_iter 4/93 cls_loss: 0.300274
[line:  98] i_iter 5/93 cls_loss: 0.292226
[line:  98] i_iter 6/93 cls_loss: 0.290633
[line:  98] i_iter 7/93 cls_loss: 0.299662
[line:  98] i_iter 8/93 cls_loss: 0.284705
[line:  98] i_iter 9/93 cls_loss: 0.293861
[line:  98] i_iter 11/93 cls_loss: 0.296284
[line:  98] i_iter 12/93 cls_loss: 0.303144
[line:  98] i_iter 13/93 cls_loss: 0.285519
[line:  98] i_iter 14/93 cls_loss: 0.285756
[line:  98] i_iter 15/93 cls_loss: 0.280409
[line:  98] i_iter 16/93 cls_loss: 0.263764
[line:  98] i_iter 17/93 cls_loss: 0.255906
[line:  98] i_iter 18/93 cls_loss: 0.276968
[line:  98] i_iter 19/93 cls_loss: 0.274053
[line:  98] i_iter 21/93 cls_loss: 0.283976
[line:  98] i_iter 22/93 cls_loss: 0.275346
[line:  98] i_iter 23/93 cls_loss: 0.285134
[line:  98] i_iter 24/93 cls_loss: 0.288783
[line:  98] i_iter 25/93 cls_loss: 0.280202
[line:  98] i_iter 26/93 cls_loss: 0.281184
[line:  98] i_iter 27/93 cls_loss: 0.290068
[line:  98] i_iter 28/93 cls_loss: 0.276752
[line:  98] i_iter 29/93 cls_loss: 0.266400
[line:  98] i_iter 31/93 cls_loss: 0.227155
[line:  98] i_iter 32/93 cls_loss: 0.248976
[line:  98] i_iter 33/93 cls_loss: 0.233300
[line:  98] i_iter 34/93 cls_loss: 0.243570
[line:  98] i_iter 35/93 cls_loss: 0.267128
[line:  98] i_iter 36/93 cls_loss: 0.280219
[line:  98] i_iter 37/93 cls_loss: 0.283466
[line:  98] i_iter 38/93 cls_loss: 0.291784
[line:  98] i_iter 39/93 cls_loss: 0.302757
[line:  98] i_iter 41/93 cls_loss: 0.342959
[line:  98] i_iter 42/93 cls_loss: 0.326428
[line:  98] i_iter 43/93 cls_loss: 0.357195
[line:  98] i_iter 44/93 cls_loss: 0.325135
[line:  98] i_iter 45/93 cls_loss: 0.311428
[line:  98] i_iter 46/93 cls_loss: 0.314949
[line:  98] i_iter 47/93 cls_loss: 0.308986
[line:  98] i_iter 48/93 cls_loss: 0.316803
[line:  98] i_iter 49/93 cls_loss: 0.317890
[line:  98] i_iter 51/93 cls_loss: 0.288225
[line:  98] i_iter 52/93 cls_loss: 0.290176
[line:  98] i_iter 53/93 cls_loss: 0.271893
[line:  98] i_iter 54/93 cls_loss: 0.292724
[line:  98] i_iter 55/93 cls_loss: 0.285783
[line:  98] i_iter 56/93 cls_loss: 0.290024
[line:  98] i_iter 57/93 cls_loss: 0.292728
[line:  98] i_iter 58/93 cls_loss: 0.275950
[line:  98] i_iter 59/93 cls_loss: 0.282682
[line:  98] i_iter 61/93 cls_loss: 0.278507
[line:  98] i_iter 62/93 cls_loss: 0.280029
[line:  98] i_iter 63/93 cls_loss: 0.271907
[line:  98] i_iter 64/93 cls_loss: 0.272452
[line:  98] i_iter 65/93 cls_loss: 0.263597
[line:  98] i_iter 66/93 cls_loss: 0.256428
[line:  98] i_iter 67/93 cls_loss: 0.246389
[line:  98] i_iter 68/93 cls_loss: 0.271781
[line:  98] i_iter 69/93 cls_loss: 0.275041
[line:  98] i_iter 71/93 cls_loss: 0.298528
[line:  98] i_iter 72/93 cls_loss: 0.275966
[line:  98] i_iter 73/93 cls_loss: 0.290696
[line:  98] i_iter 74/93 cls_loss: 0.287918
[line:  98] i_iter 75/93 cls_loss: 0.296768
[line:  98] i_iter 76/93 cls_loss: 0.297943
[line:  98] i_iter 77/93 cls_loss: 0.313031
[line:  98] i_iter 78/93 cls_loss: 0.294875
[line:  98] i_iter 79/93 cls_loss: 0.284355
[line:  98] i_iter 81/93 cls_loss: 0.285406
[line:  98] i_iter 82/93 cls_loss: 0.306288
[line:  98] i_iter 83/93 cls_loss: 0.307232
[line:  98] i_iter 84/93 cls_loss: 0.293489
[line:  98] i_iter 85/93 cls_loss: 0.279983
[line:  98] i_iter 86/93 cls_loss: 0.256868
[line:  98] i_iter 87/93 cls_loss: 0.246615
[line:  98] i_iter 88/93 cls_loss: 0.240267
[line:  98] i_iter 89/93 cls_loss: 0.256715
[line:  98] i_iter 91/93 cls_loss: 0.232708
[line:  98] i_iter 92/93 cls_loss: 0.214712
[line: 121] Evaluting
[line: 102] epoch 16, Validation acc: 0.7454242928452579
[line:  98] i_iter 1/93 cls_loss: 0.266680
[line:  98] i_iter 2/93 cls_loss: 0.281463
[line:  98] i_iter 3/93 cls_loss: 0.302846
[line:  98] i_iter 4/93 cls_loss: 0.299827
[line:  98] i_iter 5/93 cls_loss: 0.297695
[line:  98] i_iter 6/93 cls_loss: 0.303710
[line:  98] i_iter 7/93 cls_loss: 0.294373
[line:  98] i_iter 8/93 cls_loss: 0.287370
[line:  98] i_iter 9/93 cls_loss: 0.308729
[line:  98] i_iter 11/93 cls_loss: 0.281115
[line:  98] i_iter 12/93 cls_loss: 0.285432
[line:  98] i_iter 13/93 cls_loss: 0.291872
[line:  98] i_iter 14/93 cls_loss: 0.311164
[line:  98] i_iter 15/93 cls_loss: 0.306784
[line:  98] i_iter 16/93 cls_loss: 0.295242
[line:  98] i_iter 17/93 cls_loss: 0.311918
[line:  98] i_iter 18/93 cls_loss: 0.323644
[line:  98] i_iter 19/93 cls_loss: 0.306359
[line:  98] i_iter 21/93 cls_loss: 0.296403
[line:  98] i_iter 22/93 cls_loss: 0.301191
[line:  98] i_iter 23/93 cls_loss: 0.290325
[line:  98] i_iter 24/93 cls_loss: 0.272481
[line:  98] i_iter 25/93 cls_loss: 0.299203
[line:  98] i_iter 26/93 cls_loss: 0.304148
[line:  98] i_iter 27/93 cls_loss: 0.294122
[line:  98] i_iter 28/93 cls_loss: 0.305015
[line:  98] i_iter 29/93 cls_loss: 0.310557
[line:  98] i_iter 31/93 cls_loss: 0.311771
[line:  98] i_iter 32/93 cls_loss: 0.291449
[line:  98] i_iter 33/93 cls_loss: 0.298856
[line:  98] i_iter 34/93 cls_loss: 0.308402
[line:  98] i_iter 35/93 cls_loss: 0.304770
[line:  98] i_iter 36/93 cls_loss: 0.300517
[line:  98] i_iter 37/93 cls_loss: 0.308404
[line:  98] i_iter 38/93 cls_loss: 0.294149
[line:  98] i_iter 39/93 cls_loss: 0.286258
[line:  98] i_iter 41/93 cls_loss: 0.287912
[line:  98] i_iter 42/93 cls_loss: 0.310792
[line:  98] i_iter 43/93 cls_loss: 0.292086
[line:  98] i_iter 44/93 cls_loss: 0.285855
[line:  98] i_iter 45/93 cls_loss: 0.267263
[line:  98] i_iter 46/93 cls_loss: 0.265842
[line:  98] i_iter 47/93 cls_loss: 0.278432
[line:  98] i_iter 48/93 cls_loss: 0.297467
[line:  98] i_iter 49/93 cls_loss: 0.320947
[line:  98] i_iter 51/93 cls_loss: 0.304116
[line:  98] i_iter 52/93 cls_loss: 0.298409
[line:  98] i_iter 53/93 cls_loss: 0.311086
[line:  98] i_iter 54/93 cls_loss: 0.310379
[line:  98] i_iter 55/93 cls_loss: 0.310143
[line:  98] i_iter 56/93 cls_loss: 0.305432
[line:  98] i_iter 57/93 cls_loss: 0.293529
[line:  98] i_iter 58/93 cls_loss: 0.285028
[line:  98] i_iter 59/93 cls_loss: 0.267117
[line:  98] i_iter 61/93 cls_loss: 0.273520
[line:  98] i_iter 62/93 cls_loss: 0.271877
[line:  98] i_iter 63/93 cls_loss: 0.266933
[line:  98] i_iter 64/93 cls_loss: 0.262313
[line:  98] i_iter 65/93 cls_loss: 0.253845
[line:  98] i_iter 66/93 cls_loss: 0.240119
[line:  98] i_iter 67/93 cls_loss: 0.247145
[line:  98] i_iter 68/93 cls_loss: 0.245370
[line:  98] i_iter 69/93 cls_loss: 0.244186
[line:  98] i_iter 71/93 cls_loss: 0.219554
[line:  98] i_iter 72/93 cls_loss: 0.214926
[line:  98] i_iter 73/93 cls_loss: 0.225651
[line:  98] i_iter 74/93 cls_loss: 0.230079
[line:  98] i_iter 75/93 cls_loss: 0.248262
[line:  98] i_iter 76/93 cls_loss: 0.287493
[line:  98] i_iter 77/93 cls_loss: 0.288979
[line:  98] i_iter 78/93 cls_loss: 0.297789
[line:  98] i_iter 79/93 cls_loss: 0.300061
[line:  98] i_iter 81/93 cls_loss: 0.312083
[line:  98] i_iter 82/93 cls_loss: 0.309450
[line:  98] i_iter 83/93 cls_loss: 0.304497
[line:  98] i_iter 84/93 cls_loss: 0.302603
[line:  98] i_iter 85/93 cls_loss: 0.285123
[line:  98] i_iter 86/93 cls_loss: 0.259405
[line:  98] i_iter 87/93 cls_loss: 0.266481
[line:  98] i_iter 88/93 cls_loss: 0.267360
[line:  98] i_iter 89/93 cls_loss: 0.262074
[line:  98] i_iter 91/93 cls_loss: 0.281068
[line:  98] i_iter 92/93 cls_loss: 0.289494
[line: 121] Evaluting
[line: 102] epoch 17, Validation acc: 0.7520798668885191
[line:  98] i_iter 1/93 cls_loss: 0.306342
[line:  98] i_iter 2/93 cls_loss: 0.308473
[line:  98] i_iter 3/93 cls_loss: 0.309701
[line:  98] i_iter 4/93 cls_loss: 0.289291
[line:  98] i_iter 5/93 cls_loss: 0.280590
[line:  98] i_iter 6/93 cls_loss: 0.310317
[line:  98] i_iter 7/93 cls_loss: 0.309227
[line:  98] i_iter 8/93 cls_loss: 0.303204
[line:  98] i_iter 9/93 cls_loss: 0.300004
[line:  98] i_iter 11/93 cls_loss: 0.283691
[line:  98] i_iter 12/93 cls_loss: 0.304353
[line:  98] i_iter 13/93 cls_loss: 0.303644
[line:  98] i_iter 14/93 cls_loss: 0.306928
[line:  98] i_iter 15/93 cls_loss: 0.309357
[line:  98] i_iter 16/93 cls_loss: 0.298871
[line:  98] i_iter 17/93 cls_loss: 0.300496
[line:  98] i_iter 18/93 cls_loss: 0.305875
[line:  98] i_iter 19/93 cls_loss: 0.302254
[line:  98] i_iter 21/93 cls_loss: 0.305226
[line:  98] i_iter 22/93 cls_loss: 0.283902
[line:  98] i_iter 23/93 cls_loss: 0.273777
[line:  98] i_iter 24/93 cls_loss: 0.267332
[line:  98] i_iter 25/93 cls_loss: 0.248848
[line:  98] i_iter 26/93 cls_loss: 0.246305
[line:  98] i_iter 27/93 cls_loss: 0.229479
[line:  98] i_iter 28/93 cls_loss: 0.229548
[line:  98] i_iter 29/93 cls_loss: 0.230537
[line:  98] i_iter 31/93 cls_loss: 0.265106
[line:  98] i_iter 32/93 cls_loss: 0.262905
[line:  98] i_iter 33/93 cls_loss: 0.267543
[line:  98] i_iter 34/93 cls_loss: 0.264622
[line:  98] i_iter 35/93 cls_loss: 0.260138
[line:  98] i_iter 36/93 cls_loss: 0.272539
[line:  98] i_iter 37/93 cls_loss: 0.289248
[line:  98] i_iter 38/93 cls_loss: 0.271770
[line:  98] i_iter 39/93 cls_loss: 0.277635
[line:  98] i_iter 41/93 cls_loss: 0.235633
[line:  98] i_iter 42/93 cls_loss: 0.241690
[line:  98] i_iter 43/93 cls_loss: 0.245223
[line:  98] i_iter 44/93 cls_loss: 0.253191
[line:  98] i_iter 45/93 cls_loss: 0.280654
[line:  98] i_iter 46/93 cls_loss: 0.273417
[line:  98] i_iter 47/93 cls_loss: 0.256767
[line:  98] i_iter 48/93 cls_loss: 0.266745
[line:  98] i_iter 49/93 cls_loss: 0.263457
[line:  98] i_iter 51/93 cls_loss: 0.250819
[line:  98] i_iter 52/93 cls_loss: 0.241020
[line:  98] i_iter 53/93 cls_loss: 0.229388
[line:  98] i_iter 54/93 cls_loss: 0.226016
[line:  98] i_iter 55/93 cls_loss: 0.209836
[line:  98] i_iter 56/93 cls_loss: 0.187553
[line:  98] i_iter 57/93 cls_loss: 0.194980
[line:  98] i_iter 58/93 cls_loss: 0.192267
[line:  98] i_iter 59/93 cls_loss: 0.191869
[line:  98] i_iter 61/93 cls_loss: 0.220149
[line:  98] i_iter 62/93 cls_loss: 0.260062
[line:  98] i_iter 63/93 cls_loss: 0.263721
[line:  98] i_iter 64/93 cls_loss: 0.262870
[line:  98] i_iter 65/93 cls_loss: 0.265265
[line:  98] i_iter 66/93 cls_loss: 0.266394
[line:  98] i_iter 67/93 cls_loss: 0.285277
[line:  98] i_iter 68/93 cls_loss: 0.285842
[line:  98] i_iter 69/93 cls_loss: 0.275362
[line:  98] i_iter 71/93 cls_loss: 0.237697
[line:  98] i_iter 72/93 cls_loss: 0.195996
[line:  98] i_iter 73/93 cls_loss: 0.196767
[line:  98] i_iter 74/93 cls_loss: 0.199962
[line:  98] i_iter 75/93 cls_loss: 0.221096
[line:  98] i_iter 76/93 cls_loss: 0.236901
[line:  98] i_iter 77/93 cls_loss: 0.227583
[line:  98] i_iter 78/93 cls_loss: 0.228223
[line:  98] i_iter 79/93 cls_loss: 0.254294
[line:  98] i_iter 81/93 cls_loss: 0.334869
[line:  98] i_iter 82/93 cls_loss: 0.353497
[line:  98] i_iter 83/93 cls_loss: 0.366620
[line:  98] i_iter 84/93 cls_loss: 0.379982
[line:  98] i_iter 85/93 cls_loss: 0.355301
[line:  98] i_iter 86/93 cls_loss: 0.349448
[line:  98] i_iter 87/93 cls_loss: 0.357250
[line:  98] i_iter 88/93 cls_loss: 0.416790
[line:  98] i_iter 89/93 cls_loss: 0.397113
[line:  98] i_iter 91/93 cls_loss: 0.337469
[line:  98] i_iter 92/93 cls_loss: 0.334192
[line: 121] Evaluting
[line: 102] epoch 18, Validation acc: 0.7337770382695508
[line:  98] i_iter 1/93 cls_loss: 0.316458
[line:  98] i_iter 2/93 cls_loss: 0.333849
[line:  98] i_iter 3/93 cls_loss: 0.330805
[line:  98] i_iter 4/93 cls_loss: 0.336455
[line:  98] i_iter 5/93 cls_loss: 0.264886
[line:  98] i_iter 6/93 cls_loss: 0.267369
[line:  98] i_iter 7/93 cls_loss: 0.281756
[line:  98] i_iter 8/93 cls_loss: 0.280104
[line:  98] i_iter 9/93 cls_loss: 0.314723
[line:  98] i_iter 11/93 cls_loss: 0.317038
[line:  98] i_iter 12/93 cls_loss: 0.305232
[line:  98] i_iter 13/93 cls_loss: 0.322849
[line:  98] i_iter 14/93 cls_loss: 0.301717
[line:  98] i_iter 15/93 cls_loss: 0.305770
[line:  98] i_iter 16/93 cls_loss: 0.322249
[line:  98] i_iter 17/93 cls_loss: 0.320757
[line:  98] i_iter 18/93 cls_loss: 0.329077
[line:  98] i_iter 19/93 cls_loss: 0.301239
[line:  98] i_iter 21/93 cls_loss: 0.279442
[line:  98] i_iter 22/93 cls_loss: 0.278930
[line:  98] i_iter 23/93 cls_loss: 0.261208
[line:  98] i_iter 24/93 cls_loss: 0.259273
[line:  98] i_iter 25/93 cls_loss: 0.271290
[line:  98] i_iter 26/93 cls_loss: 0.260247
[line:  98] i_iter 27/93 cls_loss: 0.265920
[line:  98] i_iter 28/93 cls_loss: 0.243137
[line:  98] i_iter 29/93 cls_loss: 0.250790
[line:  98] i_iter 31/93 cls_loss: 0.264879
[line:  98] i_iter 32/93 cls_loss: 0.267705
[line:  98] i_iter 33/93 cls_loss: 0.260931
[line:  98] i_iter 34/93 cls_loss: 0.255820
[line:  98] i_iter 35/93 cls_loss: 0.264529
[line:  98] i_iter 36/93 cls_loss: 0.258414
[line:  98] i_iter 37/93 cls_loss: 0.251747
[line:  98] i_iter 38/93 cls_loss: 0.301862
[line:  98] i_iter 39/93 cls_loss: 0.283280
[line:  98] i_iter 41/93 cls_loss: 0.281015
[line:  98] i_iter 42/93 cls_loss: 0.296418
[line:  98] i_iter 43/93 cls_loss: 0.297271
[line:  98] i_iter 44/93 cls_loss: 0.323492
[line:  98] i_iter 45/93 cls_loss: 0.316200
[line:  98] i_iter 46/93 cls_loss: 0.336742
[line:  98] i_iter 47/93 cls_loss: 0.327772
[line:  98] i_iter 48/93 cls_loss: 0.281572
[line:  98] i_iter 49/93 cls_loss: 0.299445
[line:  98] i_iter 51/93 cls_loss: 0.298456
[line:  98] i_iter 52/93 cls_loss: 0.273298
[line:  98] i_iter 53/93 cls_loss: 0.275496
[line:  98] i_iter 54/93 cls_loss: 0.285382
[line:  98] i_iter 55/93 cls_loss: 0.294754
[line:  98] i_iter 56/93 cls_loss: 0.265749
[line:  98] i_iter 57/93 cls_loss: 0.280723
[line:  98] i_iter 58/93 cls_loss: 0.294916
[line:  98] i_iter 59/93 cls_loss: 0.291929
[line:  98] i_iter 61/93 cls_loss: 0.300976
[line:  98] i_iter 62/93 cls_loss: 0.334608
[line:  98] i_iter 63/93 cls_loss: 0.337751
[line:  98] i_iter 64/93 cls_loss: 0.304229
[line:  98] i_iter 65/93 cls_loss: 0.284201
[line:  98] i_iter 66/93 cls_loss: 0.295889
[line:  98] i_iter 67/93 cls_loss: 0.315500
[line:  98] i_iter 68/93 cls_loss: 0.315967
[line:  98] i_iter 69/93 cls_loss: 0.298859
[line:  98] i_iter 71/93 cls_loss: 0.310759
[line:  98] i_iter 72/93 cls_loss: 0.289560
[line:  98] i_iter 73/93 cls_loss: 0.297100
[line:  98] i_iter 74/93 cls_loss: 0.303144
[line:  98] i_iter 75/93 cls_loss: 0.307769
[line:  98] i_iter 76/93 cls_loss: 0.319000
[line:  98] i_iter 77/93 cls_loss: 0.280234
[line:  98] i_iter 78/93 cls_loss: 0.267930
[line:  98] i_iter 79/93 cls_loss: 0.268767
[line:  98] i_iter 81/93 cls_loss: 0.242445
[line:  98] i_iter 82/93 cls_loss: 0.250010
[line:  98] i_iter 83/93 cls_loss: 0.245790
[line:  98] i_iter 84/93 cls_loss: 0.238345
[line:  98] i_iter 85/93 cls_loss: 0.241143
[line:  98] i_iter 86/93 cls_loss: 0.232881
[line:  98] i_iter 87/93 cls_loss: 0.249400
[line:  98] i_iter 88/93 cls_loss: 0.254137
[line:  98] i_iter 89/93 cls_loss: 0.270722
[line:  98] i_iter 91/93 cls_loss: 0.299247
